NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
239,E0321500159111,奥州市総合福祉センター,岩手県奥州市水沢南町5-12,1,,,39.13585113,141.1459891,
240,E0321500160111,奥州市立水沢南小学校,岩手県奥州市水沢福吉町3-24,1,,,39.13167259,141.1317067,
241,E0321500162111,奥州市古城地区センター,岩手県奥州市前沢古城字東見寺下290,1,,,39.07927603,141.1370449,
242,E0321500165111,前沢いきいきスポーツランド,岩手県奥州市前沢字阿部舘27-1,1,,,39.05736498,141.1416244,
243,E0321500166111,白鳥地区防災センター,岩手県奥州市前沢字鵜ノ木56-23,1,,,39.02300193,141.131374,
244,E0321500167111,奥州市立前沢小学校,岩手県奥州市前沢字河ノ畑71-1,1,,,39.0628131501801,141.133585932018,
245,E0321500168111,奥州市立前沢中学校,岩手県奥州市前沢字久田31,1,,,39.05796612,141.1387585,
246,E0321500169111,岩手県立前沢高等学校,岩手県奥州市前沢字狐石36-1,1,,,39.06330939,141.1223944,
247,E0321500170111,前沢勤労者研修センター,岩手県奥州市前沢字五合田19-5,1,,,39.05052927,141.133538,
248,E0321500172111,奥州市前沢地区センター白鳥分館,岩手県奥州市前沢字合ノ沢106-4,1,,,39.04029815,141.1121124,
249,E0321500173111,前沢ふれあいセンター,岩手県奥州市前沢字七日町裏104,1,,,39.05177052,141.125399,
250,E0321500174111,奥州市前沢地区センター,岩手県奥州市前沢字七日町裏131-1,1,,,39.0519011,141.1261452,
251,E0321500175111,前沢総合支所,岩手県奥州市前沢字七日町裏71,1,,,39.0510929,141.124146,
252,E0321500176111,岩手県立前沢明峰支援学校,岩手県奥州市前沢字田畠18-1,1,,,39.06080699,141.1262946,
253,E0321500177111,前沢スポーツセンター,岩手県奥州市前沢字塔ケ崎7,1,,,39.0406898,141.1200694,
254,E0321500178111,目呂木勤労者体育館,岩手県奥州市前沢字道場3,1,,,39.04681701,141.1447143,
255,E0321500178112,奥州市前沢地区センター目呂木分館,岩手県奥州市前沢字道場3,1,,,39.04671702,141.1444568,
256,E0321500179111,牛の博物館,岩手県奥州市前沢字南陣場103-1,1,,,39.02698038,141.1240296,
257,E0321500181111,奥州市前沢地区センター上野原分館,岩手県奥州市前沢字養ケ森45-1,1,,,39.06024695,141.1091776,
258,E0321500182111,前沢さわやか健康センター,岩手県奥州市前沢字立石180-1,1,,,39.05561543,141.1367964,
259,E0321500183111,奥州市生母地区センター,岩手県奥州市前沢生母字羽場69-1,1,,,39.04527797,141.160871,
260,E0321500184111,奥州市生母地区センター赤生津分館,岩手県奥州市前沢生母字荒谷24-12,1,,,39.0344167733098,141.151690267644,
261,E0321500185111,成岡田自治公民館,岩手県奥州市前沢生母字地蔵壇18-13,1,,,39.051309509403,141.198705827567,
262,E0321500186111,天王自治公民館,岩手県奥州市前沢生母字天王29,1,,,39.06699837,141.1868195,
263,E0321500189111,奥州市白山地区センター,岩手県奥州市前沢白山字古宿37-3,1,,,39.0706992308635,141.162170235803,
264,E0321500191111,奥州市胆沢愛宕地区センター,岩手県奥州市胆沢若柳字愛宕155,1,,,39.1264369628315,140.986083707026,
265,E0321500194111,奥州市若柳地区センター,岩手県奥州市胆沢若柳字相馬檀144,1,,,39.13159522,141.0630355,
266,E0321500195111,焼石クアパークひめかゆ・やけいし館,岩手県奥州市胆沢若柳字天沢52-7,1,,,39.11548616,140.9442386,
267,E0321500197111,奥州湖交流館,岩手県奥州市胆沢若柳字馬留81-1,1,,,39.1203165778552,140.93429943253,
268,E0321500198111,奥州市立若柳小学校,岩手県奥州市胆沢若柳字箸塚181,1,,,39.12985255,141.0580581,
269,E0321500200111,岩手県立水沢農業高等学校,岩手県奥州市胆沢小山字笹森1,1,,,39.1135917,141.11556,
270,E0321500201111,奥州市立胆沢第一小学校,岩手県奥州市胆沢小山字道場30,1,,,39.09709724,141.0795399,
271,E0321500202111,奥州市小山地区センター,岩手県奥州市胆沢小山字道場40-1,1,,,39.0970529,141.0821765,
272,E0321500204111,胆沢文化創造センター,岩手県奥州市胆沢南都田字加賀谷地1-1,1,,,39.11938885,141.0695511,
273,E0321500205111,胆沢総合支所,岩手県奥州市胆沢南都田字加賀谷地270,1,,,39.11705853,141.069879,
274,E0321500206111,胆沢総合体育館,岩手県奥州市胆沢南都田字小十文字160,1,,,39.12259396,141.0683579,
275,E0321500209111,奥州市立胆沢中学校,岩手県奥州市胆沢南都田字蛸の手6-1,1,,,39.1149961733221,141.069854819735,
276,E0321500210111,奥州市立南都田小学校,岩手県奥州市胆沢南都田字塚田126,1,,,39.13978422,141.0880483,
277,E0321500211111,奥州市南都田地区センター,岩手県奥州市胆沢南都田字塚田126-8,1,,,39.139101479474,141.08681721181,
278,E0320500001111,湯口地区社会体育館,岩手県花巻市円万寺字堰田52,,,,39.393152,141.047247,
279,E0320500002111,湯口振興センター,岩手県花巻市円万寺字堰田53-1,1,,,39.393199,141.047899,
280,E0320500003111,湯口中学校,岩手県花巻市円万寺字法船23,,,,39.391311,141.054097,
281,E0320500004111,湯口小学校,岩手県花巻市円万寺字法船96-6,,,,39.390274,141.056904,
282,E0320500005111,旧笹間第二小学校,岩手県花巻市横志田6-142-8,1,,,39.35483,140.988767,
283,E0320500006111,旧前田小学校体育館,岩手県花巻市下シ沢牛角86,,,,39.445019,141.00668,
284,E0320500007111,富士大学,岩手県花巻市下根子450-3,,,,39.360236,141.105012,
285,E0320500008111,桜台小学校,岩手県花巻市下幅292,1,,,39.399517,141.110368,
286,E0320500009111,生涯学園都市会館（まなび学園）,岩手県花巻市花城町1-47,1,,,39.391197,141.115743,
287,E0320500010111,花巻小学校,岩手県花巻市花城町5-13,1,,,39.390905,141.118216,
288,E0320500011111,花巻農業高等学校,岩手県花巻市葛1-68,,,,39.439402,141.141884,
289,E0320500012111,矢沢中学校,岩手県花巻市高松5-42,,,,39.389914,141.155655,
290,E0320500013111,矢沢地区社会体育館,岩手県花巻市高松5-42-1,,,,39.389431,141.156865,
291,E0320500014111,矢沢振興センター,岩手県花巻市高木19-24-14,1,,,39.384821,141.141643,
292,E0320500015111,矢沢小学校,岩手県花巻市高木20-81-1,,,,39.385678,141.149233,
293,E0320500016111,西南中学校,岩手県花巻市轟木7-12,,,,39.363204,141.054626,
294,E0320500017111,花北振興センター,岩手県花巻市四日町1-1-27,1,,,39.396654,141.113751,
295,E0320500018111,花巻中学校,岩手県花巻市若葉町2-16-22,,,,39.389328,141.102308,
296,E0320500019111,若葉小学校,岩手県花巻市若葉町2-17-30,,,,39.387742,141.102408,
297,E0320500020111,文化会館,岩手県花巻市若葉町3-16-22,1,,,39.385338,141.101476,
298,E0320500021111,松園振興センター（技術振興会館）,岩手県花巻市松園町4-3,1,,,39.409897,141.095511,
299,E0320500022111,総合体育館,岩手県花巻市松園町50,,,,39.406381,141.096609,
300,E0320500023111,市民体育館,岩手県花巻市城内1-43,,,,39.388641,141.118743,
301,E0320500024111,宮野目中学校,岩手県花巻市西宮野目6-156-2,,,,39.425753,141.125511,
302,E0320500025111,宮野目振興センター,岩手県花巻市西宮野目6-172,1,,,39.426088,141.128799,
303,E0320500026111,宮野目小学校,岩手県花巻市西宮野目6-353-1,,,,39.424788,141.127934,
304,E0320500027111,宮野目体育センター,岩手県花巻市西宮野目6-353-11,,,,39.424231,141.129076,
305,E0320500028111,宮野目地区社会体育館,岩手県花巻市西宮野目6-353-6,,,,39.424532,141.129269,
306,E0320500029111,石鳥谷小学校,岩手県花巻市石鳥谷町好地7-34-1,1,,,39.491316,141.143579,
307,E0320500030111,好地振興センター,岩手県花巻市石鳥谷町好地8-78-3,1,,,39.495595,141.150274,
308,E0320500031111,新堀ふれあいセンター,岩手県花巻市石鳥谷町新堀40-27-1,,,,39.486881,141.171889,
309,E0320500032111,新堀振興センター,岩手県花巻市石鳥谷町新堀40-27-2,1,,,39.486859,141.172229,
310,E0320500033111,新堀小学校,岩手県花巻市石鳥谷町新堀46-2-1,,,,39.482926,141.170216,
311,E0320500035111,八日市構造改善センター,岩手県花巻市石鳥谷町大興寺8-120-3,,,,39.477664,141.119007,
312,E0320500036111,八日市振興センター（八日市いきいき交流館）,岩手県花巻市石鳥谷町大興寺8-157-4,1,,,39.477754,141.118596,
313,E0320500037111,大瀬川構造改善センター,岩手県花巻市石鳥谷町大瀬川10-45-2,1,,,39.500043,141.113315,
314,E0320500037112,大瀬川振興センター,岩手県花巻市石鳥谷町大瀬川10-45-2,1,,,39.500018,141.113538,
315,E0320500038112,石鳥谷生涯学習会館,岩手県花巻市石鳥谷町中寺林7-1-1,1,,,39.482462,141.143443,
316,E0320500038111,石鳥谷体育館,岩手県花巻市石鳥谷町中寺林7-1-1,1,,,39.480795,141.142866,
317,E0320500039111,八重畑振興センター（八重畑定住促進センター）,岩手県花巻市石鳥谷町猪鼻7-30-1,1,,,39.449133,141.173286,
318,E0320500040111,八重畑小学校,岩手県花巻市石鳥谷町猪鼻7-38-1,,,,39.448384,141.173045,
319,E0320500041111,二枚橋体育館,岩手県花巻市石鳥谷町南寺林5-143-7,,,,39.444435,141.133589,
320,E0320500042111,八幡小学校,岩手県花巻市石鳥谷町八幡1-125-1,1,,,39.468793,141.143112,
321,E0320500043111,八幡交流センター,岩手県花巻市石鳥谷町八幡23-147,1,,,39.467888,141.144582,
322,E0320500043112,八幡振興センター,岩手県花巻市石鳥谷町八幡23-147,1,,,39.46761,141.144439,
323,E0320500044111,太田地区社会体育館,岩手県花巻市太田31-292-2,,,,39.375345,141.051535,
324,E0320500045111,太田振興センター,岩手県花巻市太田32-163-3,1,,,39.37302,141.052471,
325,E0320500046111,太田小学校,岩手県花巻市太田32-61,,,,39.373986,141.052279,
326,E0320500047111,定住交流センター（なはんプラザ）,岩手県花巻市大通り1-2-21,,,,39.391878,141.111496,
327,E0320500048111,外川目地区社会体育館,岩手県花巻市大迫町外川目27-107-5,1,,,39.454024,141.298957,
328,E0320500048112,外川目振興センター,岩手県花巻市大迫町外川目27-107-5,1,,,39.453758,141.298886,
329,E0320500050112,亀ケ森地区社会体育館（旧亀ケ森小学校体育館）,岩手県花巻市大迫町亀ケ森7-12,1,,,39.478444,141.243772,
330,E0320500050113,亀ケ森振興センター（旧亀ケ森小学校）,岩手県花巻市大迫町亀ケ森7-12,1,,,39.478001,141.243757,
331,E0320500053111,大迫ふるさとセンター,岩手県花巻市大迫町大迫10-16-1,,,,39.473657,141.282527,
332,E0320500054111,大迫小学校,岩手県花巻市大迫町大迫18-3,,,,39.464921,141.284015,
333,E0320500055111,大迫振興センター（大迫交流活性化センター）,岩手県花巻市大迫町大迫3-161,1,,,39.466445,141.28533,
334,E0320500056111,大迫体育館,岩手県花巻市大迫町大迫3-39-2,,,,39.46588,141.289751,
335,E0320500057111,大迫高等学校,岩手県花巻市大迫町大迫9-19-1,,,,39.472899,141.287821,
336,E0320500058111,旧内川目小学校,岩手県花巻市大迫町内川目19-60,,,,39.502651,141.327267,
337,E0320500059111,大迫労働安全衛生推進施設,岩手県花巻市大迫町内川目36-85,1,,,39.499033,141.324899,
338,E0320500059112,内川目振興センター（内川目地区農村環境改善センター）,岩手県花巻市大迫町内川目36-85,1,,,39.499128,141.324538,
339,E0320500060111,湯本小学校,岩手県花巻市大畑3-331-1,,,,39.445983,141.084909,
340,E0320500061111,笹間第一小学校,岩手県花巻市中笹間15-1,1,,,39.346716,141.048102,
341,E0320500062111,花巻南高等学校,岩手県花巻市中北万丁目288-1,,,,39.393292,141.087205,
342,E0320500063111,花巻北中学校,岩手県花巻市天下田182,,,,39.411186,141.111082,
343,E0320500064111,東和農業者トレーニングセンター,岩手県花巻市東和町安俵6-114,,,,39.385528,141.222717,
344,E0320500065112,土沢振興センター（東和コミュニティセンター）,岩手県花巻市東和町安俵6-53,1,,,39.386307,141.226231,
345,E0320500065111,東和体育館,岩手県花巻市東和町安俵6-53,1,,,39.386091,141.225861,
346,E0320500066111,谷内振興センター,岩手県花巻市東和町舘迫5-22,1,,,39.360599,141.257387,
347,E0320500067111,浮田振興センター（浮田集会所）,岩手県花巻市東和町上浮田2-140,1,,,39.324522,141.219842,
348,E0320500068112,田瀬振興センター（旧田瀬中学校）,岩手県花巻市東和町田瀬14-137,1,,,39.315154,141.31291,
349,E0320500068111,田瀬地区社会体育館（旧田瀬小学校）,岩手県花巻市東和町田瀬14-137,1,,,39.315124,141.31293,
350,E0320500069111,東和中学校,岩手県花巻市東和町土沢5-20,,,,39.388715,141.232796,
351,E0320500070111,成島振興センター（旧成島小学校）,岩手県花巻市東和町北成島5-78-1,1,,,39.365621,141.211802,
352,E0320500071111,小山田振興センター（東和高齢者コミュニティセンター）,岩手県花巻市東和町北川目2-289,,,,39.416779,141.229698,
353,E0320500072111,湯本地区社会体育館,岩手県花巻市湯本3-79,,,,39.444724,141.085377,
354,E0320500073111,湯本中学校,岩手県花巻市湯本4-1,,,,39.446289,141.087832,
355,E0320500074111,湯本振興センター,岩手県花巻市湯本4-31-8,1,,,39.445038,141.087127,
356,E0320500075111,鍋倉ふれあい交流センター,岩手県花巻市鍋倉字地神77-3,,,,39.411335,141.066485,
357,E0320500076111,南城小学校,岩手県花巻市南城110-1,,,,39.371145,141.121128,
358,E0320500077111,花南地区社会体育館,岩手県花巻市南城198-1,,,,39.369565,141.120798,
359,E0320500078111,南城中学校,岩手県花巻市南城251,,,,39.366753,141.119289,
360,E0320500079111,花南振興センター,岩手県花巻市南城57,1,,,39.370413,141.119279,
361,E0320500080111,笹間地区社会体育館,岩手県花巻市北笹間13-74-1,1,,,39.357549,141.052374,
362,E0320500080112,笹間振興センター,岩手県花巻市北笹間13-74-1,1,,,39.357585,141.052072,
363,E0320500089111,花巻北高等学校,岩手県花巻市本館54,,,,39.411505,141.116362,
364,E0330200060111,くずま～る,岩手県葛巻町16-1-1,,,,40.040056,141.438006,
365,E0330200001111,葛巻町立葛巻小学校,岩手県葛巻町葛巻12-37-1,,,,40.040539212988,141.43923803586,
366,E0330200061111,葛巻町高齢者福祉センター,岩手県葛巻町葛巻17-44-9,,,,40.038511,141.432261,
367,E0330200007111,葛巻町立葛巻中学校,岩手県葛巻町葛巻20-91,,,,40.044006366907,141.43156577706,
368,E0330200010111,葛巻町立小屋瀬小学校,岩手県葛巻町葛巻28-22-5,,,,39.982154328812,141.40956382699,
369,E0330200011111,葛巻町立小屋瀬中学校,岩手県葛巻町葛巻28-76-70,,,,39.988425944631,141.39771463426,
370,E0330200014111,もく・木ドーム,岩手県葛巻町葛巻40-57-125,,,,40.00418078802,141.33109412437,
371,E0330200058111,旧吉ヶ沢小学校,岩手県葛巻町葛巻43-33-1,,,,40.039748,141.305923,
372,E0330200017111,岩手県立葛巻高等学校,岩手県葛巻町葛巻5-178-1,,,,40.046270073952,141.45985127958,
